"Mean fitness"	"GRN"	"Topology"
0.7867235013834094	1	1
0.8039235310813873	2	1
0.8056498289978531	3	1
0.7896989395309358	4	1
0.7952804044598423	5	1
0.6414034001862086	6	1
0.7588485119283278	7	1
0.7643706067210013	8	1
0.6702426118327776	9	1
0.8199827952900659	10	1
0.7410699382430843	11	1
0.7608394557595892	12	1
0.7804200607693355	13	1
0.7893093488915386	14	1
0.8203068776199923	15	1
0.8021507510943429	16	1
0.5181834970710613	17	1
0.6627790096755285	18	1
0.776825740765544	19	1
0.7756097626084123	20	1
0.8010222726768831	21	1
0.7842425987454853	22	1
0.7775594795121199	23	1
0.7625120111528161	24	1
0.8319870270407718	25	1
0.8054292367861339	26	1
0.7907509656188931	27	1
0.4207825882361354	28	1
0.7866502167221554	29	1
0.71152355970114	30	1
0.4625911970394412	31	1
0.7691912409042397	32	1
0.7110400157595879	33	1
0.796673874964982	34	1
0.7530296868398313	35	1
0.7407103716939325	36	1
0.7520156324236873	37	1
0.6159838529416952	38	1
0.7573457340863783	39	1
0.7377621521691452	40	1
0.7847770940093571	41	1
0.8157232075673471	42	1
0.7704066965798141	43	1
0.806928685921447	44	1
0.6787001117095437	45	1
0.7874940404681506	46	1
0.7430824395642261	47	1
0.7812773333585219	48	1
0.790007761042506	49	1
0.7940991797720255	50	1
0.7934920118872135	51	1
0.7964599772794837	52	1
0.696197433636774	53	1
0.7807210679858673	54	1
0.8077866771884256	55	1
0.8051027842295514	56	1
0.7821043110158024	57	1
0.8019376472423337	58	1
0.8039348323120709	59	1
0.7393434894726361	60	1
0.7813128781558026	61	1
0.7870922087190872	62	1
0.7042837354180529	63	1
0.7942706938375628	64	1
0.7252398899182368	65	1
0.800344163540767	66	1
0.8001891021867084	67	1
0.7085625173191937	68	1
0.753637999042094	69	1
0.7664328204101167	70	1
0.7433058380148765	71	1
0.3975878087592067	72	1
0.7536293230414919	73	1
0.7790821530717595	74	1
0.819505707140872	75	1
0.7406525759630693	76	1
0.7076406376179375	77	1
0.7546878124639025	78	1
0.6747573447271293	79	1
0.6778912804576528	80	1
0.7671169655128128	81	1
0.7772771920668675	82	1
0.7884618105842196	83	1
0.7767516660190753	84	1
0.7750402168214632	85	1
0.7661269694665307	86	1
0.7627852192160904	87	1
0.8202627410393104	88	1
0.7852584148522749	89	1
0.7791386961770322	90	1
0.8122310099050561	91	1
0.793402461271585	92	1
0.7944743905914808	93	1
0.7941804880416419	94	1
0.7913508857101467	95	1
0.8132806486331041	96	2
0.5978030834534619	97	2
0.7873773788513256	98	2
0.7993738653583727	99	2
0.7087414685253651	100	2
0.790969510382247	101	2
0.7725675609572498	102	2
0.6533693034338178	103	2
0.8070084528720314	104	2
0.7900684745707701	105	2
0.7510539630347618	106	2
0.7940997678645403	107	2
0.7414194190434266	108	2
0.8060063442058507	109	2
0.8071335364889615	110	2
0.740199850384787	111	2
0.7612309819670413	112	2
0.8247112568228772	113	2
0.7968664758897482	114	2
0.7026744956963527	115	2
0.770632204604097	116	2
0.816238560115838	117	2
0.8121648369069251	118	2
0.7968687849340474	119	2
0.5920320073680234	120	2
0.8155220819339227	121	2
0.751149110606766	122	2
0.8126849271831079	123	2
0.7612250957424888	124	2
0.7887481925119253	125	2
0.6615191251581405	126	2
0.7799694906781258	127	2
0.7880793200279069	128	2
0.8072290024461991	129	2
0.7808294821805754	130	2
0.7861491943980806	131	2
0.8212649863183445	132	2
0.6737433129337379	133	2
0.792343826609711	134	2
0.7881350282224413	135	2
0.6861800074172656	136	2
0.8365518139582108	137	2
0.6969644516107963	138	2
0.6993742086311769	139	2
0.8163931992672172	140	2
0.770414701025807	141	2
0.5893950419636323	142	2
0.7695660354016247	143	2
0.7530450541936341	144	2
0.7982033542701543	145	2
0.7994482697858126	146	2
0.7445656172876586	147	2
0.7961110920080475	148	2
0.7422257817966882	149	2
0.7613462419457905	150	2
0.7254785363062538	151	2
0.7581532760879903	152	2
0.8214718493484444	153	2
0.7938031975139934	154	2
0.8060432877661777	155	2
0.7450872859262572	156	2
0.795781553425178	157	2
0.7701895060518449	158	2
0.6471930517393853	159	3
0.7408593197252376	160	3
0.7766800528278659	161	3
0.6350036275781498	162	3
0.7987419403455737	163	3
0.787844712408231	164	3
0.6422439937794	165	3
0.767013772803454	166	3
0.6658653609338632	167	3
0.7779305400537573	168	3
0.6669462593863652	169	3
0.7659602151575869	170	3
0.7628920169240486	171	3
0.765789344594249	172	3
0.7674500758095718	173	3
0.7221458639230388	174	3
0.6762892142424112	175	3
0.7956785668469634	176	3
0.5621664168126759	177	3
0.5881435717236929	178	3
0.7466825164537526	179	3
0.6921941502753236	180	3
0.7785882485431105	181	3
0.730773711692915	182	3
0.6853568875700509	183	3
0.7563984726300709	184	3
0.7622198759464485	185	3
0.6137389988666113	186	3
0.7223471293377753	187	3
0.7921500213960718	188	3
0.5690888577814469	189	3
0.7735134226762526	190	3
0.7791914460474872	191	3
0.7882952696362945	192	3
0.7902981715609045	193	3
0.8038779368466027	194	3
0.7207351506809266	195	3
0.6229311005446302	196	3
0.6590304428363397	197	3
0.7400680442797699	198	3
0.7402162441501946	199	3
0.8009992501204849	200	3
0.6456906812643228	201	3
0.8349807845883709	202	3
0.6037517344657618	203	3
0.49677330968329214	204	3
0.6693833230308825	205	3
0.7824879095880438	206	3
0.7564400458191253	207	3
0.790812649502429	208	3
0.6121958951714607	209	3
0.7560664286325283	210	3
0.7674113666589397	211	3
0.6295546682450053	212	3
0.6944727961515749	213	3
0.7063103541086071	214	3
0.653092430501919	215	3
0.7792835925473902	216	3
0.7575367103097341	217	3
0.7298841926430083	218	3
0.7629004929990508	219	3
0.7936811515126918	220	4
0.7647077098895457	221	4
0.7855847322460976	222	4
0.6840353222849274	223	4
0.7800337316631453	224	4
0.8135684171160397	225	4
0.6409377630725227	226	4
0.7836097063362295	227	4
0.42121992434938876	228	4
0.8117239719088066	229	4
0.6946579907534991	230	4
0.809614209335985	231	4
0.527716601192516	232	4
0.7493880983794527	233	4
0.5439482318026684	234	4
0.7462897892185074	235	4
0.8293798802368804	236	4
0.5915347517168812	237	4
0.648974903731641	238	4
0.7946678619441332	239	4
0.7540991294430526	240	4
0.7998569799664428	241	4
0.7247759527326676	242	4
0.6223205607430696	243	4
0.7115057967719344	244	4
0.632894277727251	245	4
0.7916069112116998	246	4
0.6331982487203173	247	4
0.7790082876618949	248	4
0.7295631010531772	249	4
0.7782438754207847	250	4
0.704845954768754	251	4
0.775657134940929	252	4
0.7851661586402732	253	4
0.4506966356817048	254	4
0.7105653774918353	255	4
0.7479937008245082	256	4
0.8276235258757736	257	4
0.7842443896330955	258	4
0.7837472808624304	259	4
0.8381717740801924	260	4
0.5319484158249473	261	4
0.7359556334853957	262	4
0.7945184662987521	263	4
0.8229273301573425	264	4
0.635474320807962	265	4
0.8166745077449835	266	4
0.7702468326074048	267	4
0.7339188117991969	268	4
0.5997624687969454	269	4
0.6685340207346786	270	5
0.7932325477583275	271	5
0.5777537242379588	272	5
0.645154830107205	273	5
0.7750983834600953	274	5
0.7669004043619121	275	5
0.7668087460380897	276	5
0.7767665543954417	277	5
0.6527593120944124	278	5
0.7554301605389186	279	5
0.7815555279778471	280	5
0.7961220269931935	281	5
0.7512218409150406	282	5
0.793552858488635	283	5
0.6208345192146728	284	5
0.6334770411159236	285	5
0.7773273429027158	286	5
0.7894335011643032	287	5
0.6986210089474809	288	5
0.7339746983415697	289	5
0.7069120726352902	290	5
0.729882352048306	291	5
0.7340237852727296	292	5
0.7977906141688951	293	5
0.8141962009056215	294	5
0.792130573101363	295	5
0.7550378363817742	296	5
0.7383995002271766	297	5
0.7624750611924721	298	5
0.746543175406848	299	5
0.7478948405066859	300	5
0.7601432842620887	301	5
0.8099370687998251	302	6
0.8024705412776149	303	6
0.7592612967703528	304	6
0.741664181974267	305	6
0.7890037793544316	306	6
0.725979525330144	307	6
0.7574730834216953	308	6
0.7483079301082352	309	6
0.7893563767558563	310	6
0.801687026366089	311	6
0.7839510469202464	312	6
0.6751287752533679	313	6
0.7907809667080159	314	6
0.7846978369234823	315	6
0.7979534992915208	316	6
0.8045178205122536	317	6
0.5416047432467382	318	6
0.7573092364123852	319	6
0.7743514562910232	320	6
0.7674367659980581	321	6
0.8186109209868202	322	6
0.7947352902935565	323	6
0.8080442937673254	324	6
0.7927099427365634	325	6
0.8045828409679704	326	6
0.6441203912943914	327	6
0.7637513737376003	328	6
0.7773375260145182	329	6
0.7831693642734404	330	6
0.7771441419163909	331	6
0.7821346792009214	332	7
0.7287173681859227	333	7
0.7680263431423542	334	7
0.791716266891478	335	7
0.7498153294599038	336	7
0.7710433729730548	337	7
0.7609666199228663	338	7
0.8019823461161968	339	7
0.767641369898857	340	7
0.7658203515103286	341	7
0.7344742857425496	342	7
0.8031369305336526	343	7
0.672409358078868	344	7
0.7130996413180577	345	7
0.7207377869712889	346	7
0.7261031471283195	347	7
0.7589156686095981	348	7
0.7180835315956403	349	7
0.6770055866381017	350	7
0.8078559528100384	351	7
0.6899272191927176	352	7
0.7808516971083946	353	7
0.8189070035616424	354	7
0.44530043233796873	355	7
0.7212141847330369	356	7
0.8141760511469956	357	7
0.755718231744811	358	7
0.7862435528499349	359	7
0.7851725003991479	360	8
0.7626471530919567	361	8
0.6509381212447508	362	8
0.8009726246962621	363	8
0.6519389071014301	364	8
0.49955687456323106	365	8
0.7667512246123945	366	8
0.7077909730995827	367	8
0.7045320820011408	368	8
0.7950985960095154	369	8
0.7216220265634875	370	8
0.7635040576326554	371	8
0.7667135316518976	372	8
0.6391739149509498	373	8
0.7042371185229347	374	8
0.7509818752455072	375	8
0.7219876955459194	376	8
0.7245899091734684	377	8
0.6523813929835564	378	8
0.6690609221672905	379	8
0.7779069194243097	380	8
0.7763745266328231	381	8
0.7166105744228239	382	8
0.7201262566471789	383	8
0.6789133871859565	384	8
0.7546013319084369	385	8
3.234806761331323e-9	386	9
1.9807580576102126e-8	387	9
7.77740733117139e-8	388	9
6.364901714800008e-14	389	9
4.972268910430997e-8	390	9
1.3247535365363553e-10	391	9
6.728368221734609e-8	392	9
2.7123120155097713e-11	393	9
3.886294340887067e-7	394	9
3.4724242620213883e-20	395	9
1.1109848767287297e-11	396	9
1.074602216002849e-6	397	9
1.3049475416405084e-9	398	9
3.173087913368738e-7	399	9
1.6170007124447724e-9	400	9
8.360776457031532e-9	401	9
2.3800768977353972e-14	402	9
3.1588390007985457e-12	403	9
7.382608922794667e-13	404	9
0.7775939368173721	405	10
0.777267629052426	406	10
0.7545858563563348	407	10
0.7691871175440467	408	10
0.7962638179646835	409	10
0.7459161111122087	410	10
0.7746223483666249	411	10
0.7879496678209701	412	10
0.7797839428512598	413	10
0.726754016225098	414	10
0.7555007599803178	415	10
0.7835223505071757	416	10
0.7075522867336045	417	10
0.6680323392959386	418	10
0.7619947483716608	419	10
0.4524716173811877	420	11
0.2127544196636309	421	11
0.1646280647702328	422	11
0.43046732378600217	423	11
0.4112458883800118	424	11
0.05090557290142516	425	11
0.10813223020431639	426	11
0.15541113365571058	427	11
0.19334192614847295	428	11
0.05869562583613033	429	11
0.21795527283707664	430	11
0.29190264211682654	431	11
0.03575276700182578	432	11
0.15823229851397685	433	11
0.7434985033435149	434	12
0.711706055008163	435	12
0.7887409517002162	436	12
0.7000071686040772	437	12
0.7109338684697171	438	12
0.7338709474939822	439	12
0.7581978489528471	440	12
0.7840388685124492	441	12
0.7751170850017989	442	12
0.7435555496290434	443	12
0.7822728995236925	444	12
0.747191893239598	445	12
0.7933261457513819	446	12
8.46146777397569e-12	447	13
1.6681282297256498e-11	448	13
2.860393560367683e-12	449	13
3.357921991958691e-12	450	13
4.376209278849256e-11	451	13
7.976030470272995e-12	452	13
8.545157463188132e-11	453	13
4.463093910856372e-11	454	13
1.0303232311080612e-10	455	13
2.4860126063297008e-11	456	13
2.3703866342253935e-11	457	13
7.484118020212146e-12	458	13
3.2704650152951663e-11	459	13
0.7777516056986635	460	14
0.7778639714004253	461	14
0.7837606925212914	462	14
0.804137324442676	463	14
0.8070237640075585	464	14
0.7829522021719542	465	14
0.7753173951219914	466	14
0.812000031223196	467	14
0.8058349970495635	468	14
0.805714348005155	469	14
0.7913209266617822	470	14
0.7990555329327036	471	14
0.8166159094401579	472	14
0.7675128947085161	473	15
0.7792484500498756	474	15
0.7471693353085448	475	15
0.7538435633226582	476	15
0.7468655716355572	477	15
0.7812197253709598	478	15
0.6457171915066763	479	15
0.8201940943949755	480	15
0.7715824560766537	481	15
0.8213124998252965	482	15
0.7279498130544739	483	15
0.5120952239145196	484	15
0.7316382900301635	485	15
0.729888891903193	486	16
0.7132545690054087	487	16
0.787947434586899	488	16
0.79560602475371	489	16
0.8269767057043549	490	16
0.6585492341076761	491	16
0.7628705960776737	492	16
0.8029441729295861	493	16
0.8042697580360307	494	16
0.791827793963773	495	16
0.7818812907802151	496	16
0.7994297726731284	497	16
0.7965264105612516	498	16
0.7618645085551384	499	17
0.7422744412648073	500	17
0.7667310677201162	501	17
0.7590815298188268	502	17
0.7426081373894385	503	17
0.7588557131401812	504	17
0.7611721488004889	505	17
0.76683130006205	506	17
0.7640050228233396	507	17
0.7661809798262316	508	17
0.7571644088191626	509	17
0.7536084389084572	510	17
0.7772477116037543	511	17
0.7769419756826927	512	18
0.7822965738081784	513	18
0.7177928622651057	514	18
0.800990102846049	515	18
0.7392491382340455	516	18
0.7723769477468712	517	18
0.72789139319071	518	18
0.7300696510137121	519	18
0.6615282045621866	520	18
0.797135144040303	521	18
0.6234951267999694	522	18
0.7784137043880506	523	18
0.7172461379771298	524	18
0.0009545801493253155	525	19
0.0003834739577932063	526	19
6.597679135784121e-12	527	19
1.3063052289748698e-11	528	19
0.014905847677908961	529	19
1.6940782104656267e-8	530	19
6.061477148009889e-13	531	19
9.308199295488483e-8	532	19
1.9536897232907122e-11	533	19
3.099974751877672e-11	534	19
1.0532554349458852e-11	535	19
7.226728491682336e-12	536	19
0.8013474361396753	537	20
0.8089780942139305	538	20
0.80658657859768	539	20
0.8006608202461338	540	20
0.8120423591504244	541	20
0.8068677708090675	542	20
0.7539429974166736	543	20
0.8038424458661818	544	20
0.7908216469008044	545	20
0.7755213166940678	546	20
0.7973899412472396	547	20
0.7878326374643109	548	20
0.7129316045560057	549	21
0.7999486088137769	550	21
0.7053893170697313	551	21
0.727192270929945	552	21
0.7667555915864801	553	21
0.6990881972797497	554	21
0.7347568566212925	555	21
0.735647491098149	556	21
0.7074607845908878	557	21
0.800268117750432	558	21
2.0998933253783935e-13	559	22
6.669418898993612e-14	560	22
3.610109902836766e-13	561	22
3.974866072996641e-14	562	22
5.545060824830943e-13	563	22
1.2175982488748976e-13	564	22
1.9735013776870833e-12	565	22
8.746330260083783e-14	566	22
1.0170053887455908e-13	567	22
1.5521365674583659e-12	568	22
0.7689073537325514	569	23
0.7857721276562509	570	23
0.7670626525698332	571	23
0.8062891745162833	572	23
0.7818315297484039	573	23
0.6739822385407317	574	23
0.7992268777671266	575	23
0.7366084837962176	576	23
0.7584547503347128	577	23
0.5971229092365808	578	23
0.7299315208119828	579	24
0.744872679393852	580	24
0.8153541395084845	581	24
0.7720262348141713	582	24
0.7969869175722397	583	24
0.7785791201112084	584	24
0.7995980823806123	585	24
0.7865643371993909	586	24
0.6668139439991185	587	24
0.7046050978826428	588	25
0.7104899879271168	589	25
0.7672749419790142	590	25
0.6774122628706978	591	25
0.6871998572305889	592	25
0.6128463905686056	593	25
0.7687542296170551	594	25
0.6118247859474952	595	25
0.7086883842879559	596	25
0.708333593148095	597	26
0.6612977498706671	598	26
0.7410633515097139	599	26
0.7530767300562059	600	26
0.6573908014055376	601	26
0.6200279961242713	602	26
0.6604111967525458	603	26
0.7547949839629231	604	26
0.64617209143753	605	26
0.8095328512544748	606	27
0.7080559322525078	607	27
0.8069674498938213	608	27
0.8011895947122636	609	27
0.7871479165372254	610	27
0.7773525257877195	611	27
0.7797079625475389	612	27
0.7814936156409885	613	27
0.8002224436859017	614	27
0.7434855376821419	615	28
0.7466787617145397	616	28
0.7540220714981366	617	28
0.1891762190560276	618	28
0.7516924987697742	619	28
0.7668402393806582	620	28
0.7944493494021798	621	28
0.5093839744565638	622	28
0.43087867478417263	623	28
0.8040881478909858	624	29
0.7784722970710252	625	29
0.7677395494459407	626	29
0.7834988726448724	627	29
0.6510449044120017	628	29
0.7688131592728662	629	29
0.8179824605808089	630	29
0.7896835054693626	631	29
0.7425024002550126	632	29
0.7098117369364811	633	30
0.76833109703672	634	30
0.7755490807720108	635	30
0.7438555345363423	636	30
0.7794093013231282	637	30
0.7823887311815008	638	30
0.7590945690929766	639	30
0.7669430289559971	640	30
0.7574745713368027	641	30
0.777757340834535	642	31
0.8103658183367748	643	31
0.7981049967459384	644	31
0.8103292077555452	645	31
0.8002328154287993	646	31
0.8033465025411758	647	31
0.7911507290414463	648	31
0.7681200742594056	649	31
0.7965609020965617	650	32
0.566765656725214	651	32
0.5126290829454738	652	32
0.6776179398104131	653	32
0.7839982071417411	654	32
0.7045704606865393	655	32
0.5774109542835699	656	32
0.7677265367318301	657	32
0.800044616709827	658	33
0.8056529739461789	659	33
0.7932042760097101	660	33
0.8049466683625615	661	33
0.7840285195085195	662	33
0.7819137200021286	663	33
0.7515121603569942	664	33
0.7904578092165732	665	33
0.6076808277395245	666	34
0.695065382786339	667	34
0.7150844121083488	668	34
0.6912944930480481	669	34
0.7155516667938054	670	34
0.658933196777503	671	34
0.6893839564943609	672	34
0.7117281703791477	673	34
0.7144966080116558	674	35
0.6909555000252584	675	35
0.7798079037828799	676	35
0.63307457812649	677	35
0.708889318233329	678	35
0.6678642233039374	679	35
0.716248630523693	680	35
0.7288976280588908	681	35
0.8197711546626596	682	36
0.7295999136079129	683	36
0.6265341105493715	684	36
0.7123148484505505	685	36
0.7607115460558111	686	36
0.6548529327068784	687	36
0.7270109692867445	688	36
0.7746139471205998	689	36
0.7502273788890784	690	37
0.7237214540100555	691	37
0.7517563065380102	692	37
0.7651832258583617	693	37
0.7577761668308703	694	37
0.7624700398321252	695	37
0.7287324676869689	696	37
0.7089984820456178	697	37
0.7418768352574131	698	38
0.7745915674283522	699	38
0.7129496415004805	700	38
0.5785161847568646	701	38
0.6082818752428797	702	38
0.6955164417167233	703	38
0.7329011309214772	704	38
0.7440585611879971	705	38
0.7285234926091213	706	39
0.7978178912998369	707	39
0.7739999591308028	708	39
0.6627780213175086	709	39
0.7870893313242918	710	39
0.737208722499878	711	39
0.7876522878678468	712	39
0.7996005838558335	713	39
0.7749121834194075	714	40
0.7398438284920865	715	40
0.7759481793964579	716	40
0.7365661033414809	717	40
0.8213509410125688	718	40
0.719428721209527	719	40
0.7449652739642096	720	40
0.7783958475813435	721	40
0.7711555786069755	722	41
0.7345004833312458	723	41
0.7928784979951614	724	41
0.7765396558308925	725	41
